"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","issues_major","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2023-06-23,"Muncy","PA","Target, 170 S Lycoming Mall Rd",0,"protest",NA,"20230623-muncy-target","",NA,NA,"against sale of LGBTQ+ pride themed merchandise at Target stores, against homosexuality, for Christian values, Jesus or hellfire, abortion is murder, homos go to hell, stop sinning / obey Jesus",2,"lgbtqia; religion; reproductive rights","lgbtqia; religion","count pic",15,20,18,1,NA,0,NA,0,NA,0,NA,0,0,"megaphone; verbally harassed customers; physically shoved counter-protester",NA,NA,NA,"https://www.northcentralpa.com/news/crime/protesters-at-target-accused-of-shoving-customer/article_1e8a17a8-1425-11ee-9d68-f778e7b309cb.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",41.2056373,-76.7855152,"Muncy","Lycoming County","PA",42081
2024-08-06,"Houston","TX","2044 E TC Jester Blvd",0,"protest",NA,NA,"",NA,NA,"against U.S. Senator Ted Cruz's support for Israel, against AIPAC, against genocide in Gaza, for Palestinian liberation, you are a coward! you are a sellout!, ceasefire now!, you are a genocide supporter!",0,"foreign affairs; legislative","foreign affairs; legislative","count video",3,5,4,1,NA,0,NA,0,NA,0,NA,0,0,"disrupted campaign event for U.S. Senator Ted Cruz with shouting and chanting",NA,NA,NA,"https://www.instagram.com/p/C-Wh__Hpq1r/","https://www.tedcruz.org/press-release-and-media-advisory-senator-ted-cruz-is-the-overwhelming-choice-for-law-enforcement/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",29.760427,-95.369803,"Houston","Harris County","TX",48201
2023-12-09,"Iowa City","IA","University of Iowa; Johnson County Courthouse; Johnson County Attorney's Office, 500 S Clinton St",0,"rally; march",NA,NA,"students; residents",NA,"students; residents","for dropping charges against transgender rights protesters, against University of Iowa Police Department, liberation for all requires resistance from all, not dead killed, drop those charges!, no justice no peace!, Out of the closet into the cell Rachel Zimmermann go to hell!",1,"education; lgbtqia; military; policing","education; lgbtqia; policing","nearly 100",100,100,100,2,NA,0,NA,0,NA,0,"graffiti",1,0,"wore ski masks and other face coverings; marched in street; blocked intersections in roadway","on scene; followed marchers",NA,NA,"https://dailyiowan.com/2023/12/09/ui-students-ic-residents-march-in-protest-of-police-charges-against-protester-arrests-and-anti-trans-legislation/","https://twitter.com/TheDailyIowan/status/1733316306550550870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",41.661128,-91.530168,"Iowa City","Johnson County","IA",19103
2024-04-03,"Sebastopol","CA","Living Peace Wall, 6868 McKinley St",0,"vigil","Wednesday Night Silent Peace Vigil",NA,"Peace & Justice Center of Sonoma County","Peace & Justice Center of Sonoma County",NA,"against the loss of all innocent lives in the Middle East, for healing, for peacemaking",0,"military","military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"20 minutes of silence",NA,NA,NA,"https://sebastopolcalendar.com/event/mideast-peace-vigil/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wednesday Night Silent Peace Vigil every Wednesday ""since the onset of the recent hostilities in Israel/Gaza in early October""",38.4021359,-122.8238806,"Sebastopol","Sonoma County","CA",6097
2023-12-31,"Tisbury","MA","Water St and Beach Rd",0,"demonstration",NA,NA,"Ceasefire MV","Ceasefire MV",NA,"for ceasefire in Gaza, for Palestinian liberation, against US military aid to Israel, against Palestinian genocide, against conflation of opposition to genocide with antisemitism",0,"foreign affairs; military; religion","foreign affairs; military; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.mvtimes.com/2023/11/19/gaza-ceasefire-demonstration-met-counter-protester/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Sunday ""for as long as it takes"" starting 2023-11-19",41.4558899,-70.6141097,"Tisbury","Dukes County","MA",25007
2024-04-08,"Charlottesville","VA","Rugby Rd and Rugby Ave",0,"vigil","Free Palestine Vigil",NA,"",NA,NA,"against genocide in Gaza, for Palestinian liberation, ceasefire now, viva Palestina, free Palestine, your apathy kills kids, free",0,"foreign affairs","foreign affairs","count video",5,5,5,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.c-ville.com/locals-act-on-gaza-conflict","https://www.instagram.com/p/C3OnonCu2kq/","https://www.instagram.com/p/C5gHtZDOlUT/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Free Palestine Vigil every weekday since Oct 24, 2023",38.029306,-78.476678,"Charlottesville","Albemarle County","VA",51540
2024-05-05,"Sag Harbor","NY","Long Wharf",0,"vigil","Sag Harbor Vigil for a Gaza Ceasefire",NA,"",NA,NA,"for ceasefire in Gaza, against U.S. support for Israel's attack on Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.eastendbeacon.com/event/sag-harbor-vigil-for-a-gaza-cease-fire/2024-03-03/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sag Harbor Vigil for a Gaza Ceasefire every Sunday starting mid-February 2024",40.9978773,-72.2925819,"Sag Harbor","Suffolk County","NY",36103
2023-09-16,"Los Angeles","CA","Los Angeles City Hall, 200 N Spring St",0,"demonstration",NA,NA,"LA Protests; Iranian Americanselected officials","LA Protests","Iranian Americanselected officials","in commemoration of the anniversary of the murder of Mahsa Amini, for freedom and justice in Iran, against the Islamic Republic of Iran Iran Lion and Sun flag, woman life freedom!, free Iran, stop executions in Iran, Iranian lives matter, immediate release of all political prisoners in Iran, American flag",0,"civil rights; criminal justice; foreign affairs; patriotism; religion","civil rights; foreign affairs; religion","thousands",2000,2000,2000,3,NA,0,NA,0,NA,0,NA,0,0,"marched in street","on scene",NA,NA,"https://www.instagram.com/p/Cwqo0qaP-f9/","https://www.cbsnews.com/losangeles/news/thousands-gather-on-anniversary-of-mahsa-aminis-death-for-memorial-protest-in-downtown-la/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34.052234,-118.243685,"Los Angeles","Los Angeles County","CA",6037
2023-04-22,"Ontario","OR","Planned Parenthood - Ontario Health Center, 640 SW 4th Ave",0,"rally","40 Week Journey of Hope",NA,"Love Life; Stanton Health Care","Love Life; Stanton Health Care",NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer rally",NA,NA,NA,"https://lovelife.org/locations/","https://www.argusobserver.com/news/organizers-stage-rally-on-1-year-anniversary-of-roe-v-wade-being-overturned/article_422811c4-111e-11ee-9fd5-6b95c6363757.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every Saturday from Feb 11 to Nov 11 2023",44.0265525,-116.9629378,"Ontario","Malheur County","OR",41045
2024-08-26,"Storrs","CT","University of Connecticut",0,"rally",NA,NA,"UConnDivest; students; faculty","UConnDivest","students; faculty","for divesting University of Connecticut from Israel, for divesting from the war industry, for boycotting Israel, against genocide in Gaza, for ending repression of Palestine solidarity activists, against Islamophobia and anti-Black racism at University of Connecticut, for freedom of speech on campus, for Palestinian liberation, we are still here, free the UConn 26, Jews say cease fire now, free free Palestine, drop the charges for the UConn 26, free Palestine now, we are skipping our lessons to teach you one",0,"banking and finance; civil rights; economy; education; foreign affairs; free speech; military; racism; religion","banking and finance; civil rights; economy; education; foreign affairs; free speech; military; racism; religion","count video",50,70,60,1,NA,0,NA,0,NA,0,NA,0,0,"amplified sound; painted messages on spirit rock",NA,NA,NA,"https://www.instagram.com/p/C_I6tm7JEJ5/","https://www.instagram.com/p/C_I-wFEJbS4/?img_index=1","https://www.instagram.com/p/C_JGRYfPcmK/?utm_source=ig_web_copy_link","https://www.ctinsider.com/news/article/students-protest-uconn-gaza-israel-hamas-war-19724404.php","https://www.wfsb.com/2024/08/26/uconn-students-continue-protesting-first-day-classes/","https://www.courant.com/2024/08/26/uconn-students-hold-pro-palestinian-protest-on-first-day-of-classes/","https://www.courant.com/2024/08/26/photos-pro-palestinian-rally-at-uconns-spirit-rock/","https://www.hastingstribune.com/uconn-to-ban-amplified-speech-as-pro-palestinian-protests-return-to-campus/article_446c3f26-9299-554f-98e4-76a9c239469b.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"first day of classes",41.8084314,-72.2495231,"Mansfield","Tolland County","CT",9013
2023-12-17,"Broadheadsville","PA","Pleasant Valley Assembly of God",0,"vigil","Vigil for Christian Hall",NA,"Justice for Christian Hall; family","Justice for Christian Hall","family","in remembrance of Christian Hall, against police brutality, for non-police response to mental health crises",1,"healthcare; policing; religion","healthcare; policing; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://twitter.com/Grunge_Bob/status/1732869180490235928","https://www.pahomepage.com/news/a-call-to-action-at-vigil-in-brodheadsville/","https://www.wfmz.com/news/area/poconos-coal/vigil-for-christian-hall-raises-suicide-prevention-awareness/article_2b442d5a-9d49-11ee-803f-9b38505074c8.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vigil for Christian Hall",40.924537,-75.3937949,"Brodheadsville","Monroe County","PA",42089
2023-11-17,"Oakland","CA","Mills College at Northeastern University in Oakland",0,"demonstration",NA,NA,"students",NA,"students","for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"walkout",NA,NA,NA,"https://samidoun.net/2023/10/calendar-of-resistance-for-palestine-events-and-actions-around-the-world/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",37.8043514,-122.2711639,"Oakland","Alameda County","CA",6001
2023-12-03,"Newburgh","NY","401 Washington St",0,"rally","March for a Free Palestine",NA,"Jewish Voice for Peace; Veterans for Peace; Mid-Hudson Islamic Community; Mid Hudson Valley DSA; Bard Students for Justice in Palestine; activists; residents","Jewish Voice for Peace; Veterans for Peace; Mid-Hudson Islamic Community; Mid Hudson Valley DSA; Bard Students for Justice in Palestine","activists; residents","for permanent ceasefire in Gaza, for Palestinian liberation, free Palestine, Palestine flag, stop U.S. aid to Israel, ceasefire now / full / lasting / complete",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C0CMUNTOlOb/","https://midhudsonnews.com/2023/12/04/free-palestine-rally-held/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March for a Free Palestine",41.5034271,-74.0104178,"Newburgh","Orange County","NY",36071
2024-01-15,"Dayton","OH","Sinclair Community College",0,"march","MLK Day March",NA,"Kappa Alpha Psi Fraternity; local members of African American fraternities and sororities; youth","Kappa Alpha Psi Fraternity","local members of African American fraternities and sororities; youth","in celebration of Martin Luther King Jr. Day, for equity, for peace, for love, silence is betrayal, making Dayton better",1,"military","military","more than 1,500",1500,1500,1500,3,NA,0,NA,0,NA,0,NA,0,0,"amplified sound, sang songs",NA,NA,NA,"https://www.wdtn.com/as-seen-on-2-news/annual-dayton-march-to-honor-mlk-on-monday/","https://www.wdtn.com/as-seen-on-2-news/annual-martin-luther-king-jr-march-sees-1500-participants/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MLK Day March",39.758948,-84.191607,"Dayton","Montgomery County","OH",39113
2023-12-14,"New York","NY","55 Hanson Pl, Brooklyn",0,"demonstration",NA,NA,"Queers for Liberated Palestine; families","Queers for Liberated Palestine","families","against U.S. Rep. Hakeem Jeffries' support for Israel, against genocide, for Palestinian liberation, Jeffries how many deaths is $323050 worth to you?, ""If I must die you must live to tell my story"" -Refaat Alareer, Jeffries made 213K from genocide, no more votes for genocide profiteers",0,"foreign affairs; legislative","foreign affairs; legislative","count pic",15,25,20,1,NA,0,NA,0,NA,0,NA,0,0,"picket","on scene",NA,NA,"https://www.instagram.com/p/C0z6-a2ugfC/","https://www.instagram.com/p/C04tX7sungc/?img_index=4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40.7127753,-74.0059728,"New York",NA,"NY",36047
2024-06-11,"Toledo","OH","Talmadge Rd and Monroe St",0,"demonstration",NA,NA,"American Muslims for Palestine","American Muslims for Palestine",NA,"against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8CSq6pA-QD/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",41.6528052,-83.5378674,"Toledo","Lucas County","OH",39095
2024-06-02,"West Hollywood","CA","Santa Monica Blvd",0,"counter-protest",NA,"20240602-weho-noprideingenocide","",NA,NA,"against pro-Palestine protest, in solidarity with Israel, Israel flag",0,"foreign affairs","foreign affairs","count video",1,1,1,1,NA,0,NA,0,NA,0,NA,0,0,"pulled out Israeli flag and waved it at protesters as they marched past","on scene; barricades; sheriff's deputy tried and failed to direct pro-Palestine protesters off march route",NA,NA,"https://x.com/Katerqburns/status/1797336473659945262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",34.0900091,-118.3617443,"West Hollywood","Los Angeles County","CA",6037
2023-09-30,"Napa","CA","3020 Browns Valley Rd",0,"demonstration",NA,NA,"",NA,NA,"against antisemitism, against bigotry, hate is not a Napa value",1,"racism; religion","racism; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"truck with large sign parked in front of target's house",NA,NA,NA,"https://napavalleyregister.com/news/local/napan-protests-hate-messages-with-his-own-sign-campaign-on-browns-valley-road/article_fd43e002-5280-11ee-9e6b-cfd61e5f0f6b.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"planned thru end of Oct 2023",38.297538,-122.286865,"Napa","Napa County","CA",6055
2023-12-31,"Austin","TX","Auditorium Shores",0,"demonstration",NA,NA,"Austin for Palestine Coalition; PSL ATX","Austin for Palestine Coalition; PSL ATX",NA,"for ceasefire in Gaza, for Palestinian liberation, stop the siege / end the occupation / free Palestine, end the siege on Gaza, end the occupation, ceasefire now!",0,"foreign affairs","foreign affairs","count video",50,60,55,1,NA,0,NA,0,NA,0,NA,0,0,"shouted and chanted and held banners during fireworks at city NYE event",NA,NA,NA,"https://www.instagram.com/p/C1jJXhQtJ_A/","https://www.instagram.com/p/C1kJTPCOofY/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",30.267153,-97.743061,"Austin","Travis County","TX",48453
2024-06-11,"McLean","VA","410 VA-123",0,"demonstration","Occupy Blinken",NA,"",NA,NA,"against U.S. Secretary of State Anthony Blinken, against U.S. aid and weapons sales to Israel, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment across street from Secretary of State Blinken's house; noise demo","on scene",NA,NA,"https://www.instagram.com/p/C2xE7e_OrYA/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Occupy Blinken since January 26, 2024; feat. Hazami Barmada",38.933868,-77.17726,"McLean","Fairfax County","VA",51059
2023-09-23,"Atlanta","GA",NA,0,"banner drop",NA,NA,"Atlas Active Club","Atlas Active Club",NA,"for white supremacy, for antisemitism, Israel did 9/11 / never forget",2,"foreign affairs; racism; religion","racism; religion","count pic",2,3,2,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://t.me/AtlasAC/145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"date not specified, just ""over the weekend"", so arbitrarily assigning to Saturday",33.748995,-84.387982,"Atlanta","Fulton County","GA",13121
2024-03-10,"Los Angeles","CA","Sunset Blvd and Highland Ave",0,"demonstration; direct action","Protest the Oscars for Palestine",NA,"U.S. Palestinian Community Network; Centro CSO; National Alliance Against Racist and Political Repression; Black Lives Matter LA; Free Democratic Palestine Movement; International League of Peoples Struggle; organizations from the Palestinian, Chicano and Black liberation movements","U.S. Palestinian Community Network; Centro CSO; National Alliance Against Racist and Political Repression; Black Lives Matter LA; Free Democratic Palestine Movement; International League of Peoples Struggle","organizations from the Palestinian, Chicano and Black liberation movements","against holding Academy Awards ceremony during genocide in Gaza, for Palestinian liberation, silence is violence / keep talking about Palestine, U.S. out of everywhere / [no] imperialism, LAPD KKK IOF you're all the same!, cease fire now, stop watching us die / free Palestine, the Oscars sponsored by baby killers, Hollywood's silence is violence, ceasefire now!, from the river to the sea Palestine will be free, long live Gaza's children / we will never forget",0,"foreign affairs; military; policing; racism","foreign affairs","60; hundreds",60,200,130,2,NA,0,NA,0,NA,0,NA,0,0,"picket; roadblock: stood in line in roadway on route to Oscars; megaphones; threw red liquid at arriving attendees who got out of vehicles to walk","called to scene; arrived in helmets and batons and less lethal munitions; formed skirmish line and walked forward to clear protesters from intersection; brandished less-lethal munitions at protesters and press",NA,NA,"https://twitter.com/uspcn/status/1765184585116356809","https://twitter.com/waterspider__/status/1766949806503846364","https://www.instagram.com/p/C4XJkbBrB0D/?img_index=10","https://fightbacknews.org/articles/los-angeles-pro-palestine-protesters-assemble-at-oscars","https://www.cbsnews.com/losangeles/news/protestors-flood-streets-of-hollywood-ahead-of-oscars/","https://www.foxla.com/news/hundreds-of-gaza-protesters-march-in-hollywood-before-oscars","https://www.nbclosangeles.com/news/local/protesters-march-near-oscars-site-decry-hollywood-support-of-israel/3359985/","https://www.thecut.com/article/oscars-protest-for-gaza-ceasefire-red-carpet-show-delay.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Protest the Oscars for Palestine initial group was later joined by others from Cinerama; forced long back-up of vehicles headed to Oscars; numerous attendees got out to walk",34.052234,-118.243685,"Los Angeles","Los Angeles County","CA",6037
2024-02-19,"Glen Rock","NJ","Starbucks, 224 Rock Rd",0,"direct action",NA,NA,"",NA,NA,"against Starbucks' complicity in the ongoing genocide against Palestinians in Gaza, for Palestinian liberation, there was never a land without people, from the U.S. to Palestine abolish the settler state",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,"vandalized sign with paint; stickering",1,0,NA,NA,NA,NA,"https://newjersey.news12.com/starbucks-sign-vandalized-red-paint-glen-rock-nj-being-investigated-bias-crime",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"police investigating as bias crime",40.962876,-74.132921,"Glen Rock","Bergen County","NJ",34003
2024-05-05,"Bellingham","WA","Railroad Trail and I-5",0,"demonstration","Banner Drop in Solidarity With Palestine",NA,"Bellingham Action 4 Palestine","Bellingham Action 4 Palestine",NA,"for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C7zcinwPBk-/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Banner Drop in Solidarity With Palestine every Wednesday and Sunday since January 2024",48.751911,-122.478685,"Bellingham","Whatcom County","WA",53073
2024-06-29,"Bloomington","IN","Indiana University",0,"demonstration",NA,NA,"IU Divestment Coalition; students; faculty","IU Divestment Coalition","students; faculty","for resignation of Indiana University president Pamela Whitten, in support of BDS movement, for the university to end collaboration with Naval Surface Warfare Center Crane Division, for opening Muslim and Middle Eastern cultural centers at IU, for Palestinian liberation",0,"education; foreign affairs; presidency; religion","education; foreign affairs; presidency; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://www.instagram.com/iudivestnow/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",39.165325,-86.526386,"Bloomington","Monroe County","IN",18105
2023-12-01,"Charlottesville","VA","Rugby Rd and Rugby Ave",0,"vigil",NA,NA,"",NA,NA,"against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.c-ville.com/locals-act-on-gaza-conflict",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every weekday since Oct 24, 2023",38.029306,-78.476678,"Charlottesville","Albemarle County","VA",51540
2024-03-03,"Berkeley","CA","University of California Berkeley",0,"protest","Keep Hindu Fascists Off Our Campus",NA,"UC Berkeley YDSA; UCB Muslim Student Association; Threads at Cal; League of Filipino Students; students","UC Berkeley YDSA; UCB Muslim Student Association; Threads at Cal; League of Filipino Students","students","against event at University of California Berkeley featuring Hindu fascist J Sai Deepak, against Hindutva",0,"democracy; education; religion","democracy; education; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C38y5KNPhTv/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Keep Hindu Fascists Off Our Campus",37.871523,-122.273042,"Berkeley","Alameda County","CA",6001
2024-01-25,"New York","NY","City College of New York, Manhattan",0,"vigil","We Will Honor All Our Martyrs",NA,"CCNY Students for Justice in Palestine; students","CCNY Students for Justice in Palestine","students","in remembrance of Palestinians killed in Gaza, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C2Xdc9fulSs/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We Will Honor All Our Martyrs",40.7127753,-74.0059728,"New York",NA,"NY",36061
2024-06-16,"Kalamazoo","MI","Federal Building, 410 W Michigan Ave",0,"vigil","Weekly Vigil for Peace in Gaza",NA,"Kalamazoo Nonviolent Opponents of War","Kalamazoo Nonviolent Opponents of War",NA,"for peace in Gaza, for Palestinian liberation",0,"foreign affairs; military","foreign affairs; military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C1u_nBhubBh/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weekly Vigil for Peace in Gaza every Sunday since Jan 7, 2024",42.291707,-85.587229,"Kalamazoo","Kalamazoo County","MI",26077
2023-10-11,"San Jose","CA","San Jose State University",0,"vigil","Vigil for the Victims of Terrorism Against Israel",NA,"",NA,NA,"against violent attack on Israel, in solidarity with Israel",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://fightbacknews.org/articles/san-jose-state-university-students-rally-for-palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vigil for the Victims of Terrorism Against Israel",37.33874,-121.8852525,"San Jose","Santa Clara County","CA",6085
2024-03-08,"New York","NY","Union Square, Manhattan",0,"counter-protest",NA,"20240308-nycunionsq-palestine","",NA,NA,"against pro-Palestine rally, in solidarity with Israel",0,"foreign affairs","foreign affairs","a",1,1,1,1,NA,0,NA,0,NA,0,NA,0,0,"approached and verbally confronted rally-goers; pushed a protester","on scene; SRG; bicycles; helicopter; some wearing helmets; intervened in confrontation with counter-protester; arrest warnings via LRAD; rushed crowd and forcibly arrested numerous protesters during march, at jail support, and on subway platform after march dispersed; knocked at least one protester unconscious",NA,NA,"https://twitter.com/ScooterCasterNY/status/1766218677689434235","https://twitter.com/mfsgottenshook/status/1766216194153914611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40.7127753,-74.0059728,"New York",NA,"NY",36061
